time,camera_id,in_count,out_count,visible_count,posture,alert
2026-05-30 16:52:15,Main CCTV,0,0,2,Standing,Running Running
2026-05-30 16:52:15,Main CCTV,0,0,2,Standing,Running Running
2026-05-30 16:52:15,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:16,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:17,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:18,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:19,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:19,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:19,Main CCTV,0,0,2,Standing,Running
2026-05-30 16:52:19,Main CCTV,0,0,2,Lying,Running
2026-05-30 16:52:19,Main CCTV,0,0,2,Lying,Running
2026-05-30 16:52:20,Main CCTV,0,0,2,Lying,Fall Running
2026-05-30 16:52:20,Main CCTV,0,0,2,Lying,Fall Running
2026-05-30 16:52:20,Main CCTV,0,0,2,Lying,Fall Running
2026-05-30 16:52:20,Main CCTV,0,0,2,Lying,Fall Running
2026-05-30 16:52:20,Main CCTV,0,0,2,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:20,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:21,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:22,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:22,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:22,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:22,Main CCTV,0,0,1,Lying,Fall
2026-05-30 16:52:22,Main CCTV,0,0,1,Lying,Fall
